"_","Id","Company__c","CreatedById","CreatedDate","ECOGroupID__c","MtlPartNum__c","MtlSeq__c","Operations__c","PartNum__c","Plant__c","PullAsAsm__c","QtyPer__c","RelatedOperation__c","RevisionNum__c","SystemModstamp"
"[Materials__c]","a5QQk000000FbLpMAK","JC","0053h000003HAl9AAG","2024-09-08T15:33:02.000+0000","bgonnelli","CB5-00001","40","a5RQk000001mAVxMAM","184202","ALS001","false","1","10","1","2024-09-08T15:33:02.000+0000"
"[Materials__c]","a5QQk000000FbNRMA0","JC","0053h000003HAl9AAG","2024-09-08T15:33:26.000+0000","bgonnelli","CB5-00003","50","a5RQk000001mAVxMAM","184202","ALS001","false","1","10","1","2024-09-08T15:33:26.000+0000"
"[Materials__c]","a5QQk000000FbNSMA0","JC","0053h000003HAl9AAG","2024-09-08T16:03:20.000+0000","bgonnelli","PT1-00005","60","a5RQk000001mAm5MAE","184739","ALS001","false","0.25","10","1","2024-09-08T16:03:20.000+0000"
"[Materials__c]","a5QQk000000FbP3MAK","JC","0053h000003HAl9AAG","2024-09-08T15:33:41.000+0000","bgonnelli","PT1-00005","60","a5RQk000001mAVxMAM","184202","ALS001","false","0.25","10","1","2024-09-08T15:33:41.000+0000"
"[Materials__c]","a5QQk000000FbQfMAK","JC","0053h000003HAl9AAG","2024-09-08T15:35:05.000+0000","bgonnelli","TALUN100","10","a5RQk000001mAXZMA2","199654","ALS001","false","55","10","1","2024-09-08T15:35:05.000+0000"
"[Materials__c]","a5QQk000000FbSHMA0","JC","0053h000003HAl9AAG","2024-09-08T15:35:21.000+0000","bgonnelli","DR1-00017","20","a5RQk000001mAXZMA2","199654","ALS001","false","1","10","1","2024-09-08T15:35:21.000+0000"
"[Materials__c]","a5QQk000000FbTtMAK","JC","0053h000003HAl9AAG","2024-09-08T15:35:35.000+0000","bgonnelli","LA1-00039","30","a5RQk000001mAXZMA2","199654","ALS001","false","1","10","1","2024-09-08T15:35:35.000+0000"
"[Materials__c]","a5QQk000000FbVVMA0","JC","0053h000003HAl9AAG","2024-09-08T15:35:47.000+0000","bgonnelli","CB5-00001","40","a5RQk000001mAXZMA2","199654","ALS001","false","1","10","1","2024-09-08T15:35:47.000+0000"
"[Materials__c]","a5QQk000000FbX7MAK","JC","0053h000003HAl9AAG","2024-09-08T15:35:59.000+0000","bgonnelli","CB5-00003","50","a5RQk000001mAXZMA2","199654","ALS001","false","1","10","1","2024-09-08T15:35:59.000+0000"
"[Materials__c]","a5QQk000000FbYjMAK","JC","0053h000003HAl9AAG","2024-09-08T15:36:19.000+0000","bgonnelli","PT1-00005","60","a5RQk000001mAXZMA2","199654","ALS001","false","0.25","10","1","2024-09-08T15:36:19.000+0000"
"[Materials__c]","a5QQk000000FbaLMAS","JC","0053h000003HAl9AAG","2024-09-08T15:38:06.000+0000","bgonnelli","TALHR140","10","a5RQk000001mAZBMA2","224162","ALS001","false","55","10","1","2024-09-08T15:38:06.000+0000"
"[Materials__c]","a5QQk000000FbbxMAC","JC","0053h000003HAl9AAG","2024-09-08T15:38:19.000+0000","bgonnelli","DR1-00017","20","a5RQk000001mAZBMA2","224162","ALS001","false","1","10","1","2024-09-08T15:38:19.000+0000"
"[Materials__c]","a5QQk000000FbdZMAS","JC","0053h000003HAl9AAG","2024-09-08T15:38:33.000+0000","bgonnelli","LA1-00039","30","a5RQk000001mAZBMA2","224162","ALS001","false","1","10","1","2024-09-08T15:38:33.000+0000"
"[Materials__c]","a5QQk000000FbfBMAS","JC","0053h000003HAl9AAG","2024-09-08T15:38:55.000+0000","bgonnelli","CB5-00001","40","a5RQk000001mAZBMA2","224162","ALS001","false","1","10","1","2024-09-08T15:38:55.000+0000"
"[Materials__c]","a5QQk000000FbgnMAC","JC","0053h000003HAl9AAG","2024-09-08T15:39:16.000+0000","bgonnelli","CB5-00003","50","a5RQk000001mAZBMA2","224162","ALS001","false","1","10","1","2024-09-08T15:39:16.000+0000"
"[Materials__c]","a5QQk000000FbiPMAS","JC","0053h000003HAl9AAG","2024-09-08T15:39:38.000+0000","bgonnelli","PT1-00005","60","a5RQk000001mAZBMA2","224162","ALS001","false","0.25","10","1","2024-09-08T15:39:38.000+0000"
"[Materials__c]","a5QQk000000Fbk1MAC","JC","0053h000003HAl9AAG","2024-09-08T15:41:03.000+0000","bgonnelli","TALHD40","10","a5RQk000001mAanMAE","230303","ALS001","false","55","10","1","2024-09-08T15:41:03.000+0000"
"[Materials__c]","a5QQk000000FbldMAC","JC","0053h000003HAl9AAG","2024-09-08T15:41:16.000+0000","bgonnelli","DR1-00017","20","a5RQk000001mAanMAE","230303","ALS001","false","1","10","1","2024-09-08T15:41:16.000+0000"
"[Materials__c]","a5QQk000000FbnFMAS","JC","0053h000003HAl9AAG","2024-09-08T15:41:30.000+0000","bgonnelli","LA1-00039","30","a5RQk000001mAanMAE","230303","ALS001","false","1","10","1","2024-09-08T15:41:30.000+0000"
"[Materials__c]","a5QQk000000FborMAC","JC","0053h000003HAl9AAG","2024-09-08T15:41:54.000+0000","bgonnelli","CB5-00001","40","a5RQk000001mAanMAE","230303","ALS001","false","1","10","1","2024-09-08T15:41:54.000+0000"
"[Materials__c]","a5QQk000000FbqTMAS","JC","0053h000003HAl9AAG","2024-09-08T15:42:17.000+0000","bgonnelli","CB5-00003","50","a5RQk000001mAanMAE","230303","ALS001","false","1","10","1","2024-09-08T15:42:17.000+0000"
"[Materials__c]","a5QQk000000Fbs5MAC","JC","0053h000003HAl9AAG","2024-09-08T15:42:41.000+0000","bgonnelli","PT1-00005","60","a5RQk000001mAanMAE","230303","ALS001","false","0.25","10","1","2024-09-08T15:42:41.000+0000"
"[Materials__c]","a5QQk000000FbthMAC","JC","0053h000003HAl9AAG","2024-09-08T15:44:19.000+0000","bgonnelli","TALOPT","10","a5RQk000001mAcPMAU","206342","ALS001","false","55","10","1","2024-09-08T15:44:19.000+0000"
"[Materials__c]","a5QQk000000FbtiMAC","JC","0053h000003HAl9AAG","2024-09-08T15:53:24.000+0000","bgonnelli","CB5-00001","40","a5RQk000001mAhFMAU","184194","ALS001","false","1","10","1","2024-09-08T15:53:24.000+0000"
"[Materials__c]","a5QQk000000FbvJMAS","JC","0053h000003HAl9AAG","2024-09-08T15:44:39.000+0000","bgonnelli","DR1-00017","20","a5RQk000001mAcPMAU","206342","ALS001","false","1","10","1","2024-09-08T15:44:39.000+0000"
"[Materials__c]","a5QQk000000FbwvMAC","JC","0053h000003HAl9AAG","2024-09-08T15:44:54.000+0000","bgonnelli","LA1-00039","30","a5RQk000001mAcPMAU","206342","ALS001","false","1","10","1","2024-09-08T15:44:54.000+0000"
"[Materials__c]","a5QQk000000FbyXMAS","JC","0053h000003HAl9AAG","2024-09-08T15:45:12.000+0000","bgonnelli","CB5-00001","40","a5RQk000001mAcPMAU","206342","ALS001","false","1","10","1","2024-09-08T15:45:12.000+0000"
"[Materials__c]","a5QQk000000Fc09MAC","JC","0053h000003HAl9AAG","2024-09-08T15:45:27.000+0000","bgonnelli","CB5-00003","50","a5RQk000001mAcPMAU","206342","ALS001","false","1","10","1","2024-09-08T15:45:27.000+0000"
"[Materials__c]","a5QQk000000Fc1lMAC","JC","0053h000003HAl9AAG","2024-09-08T15:45:43.000+0000","bgonnelli","PT1-00005","60","a5RQk000001mAcPMAU","206342","ALS001","false","0.25","10","1","2024-09-08T15:45:43.000+0000"
"[Materials__c]","a5QQk000000Fc3NMAS","JC","0053h000003HAl9AAG","2024-09-08T15:47:13.000+0000","bgonnelli","DIS4015","10","a5RQk000001mAe1MAE","184195","ALS001","false","55","10","1","2024-09-08T15:47:13.000+0000"
"[Materials__c]","a5QQk000000Fc4zMAC","JC","0053h000003HAl9AAG","2024-09-08T15:47:33.000+0000","bgonnelli","DR1-00017","20","a5RQk000001mAe1MAE","184195","ALS001","false","1","10","1","2024-09-08T15:47:33.000+0000"
"[Materials__c]","a5QQk000000Fc6bMAC","JC","0053h000003HAl9AAG","2024-09-08T15:47:51.000+0000","bgonnelli","LA1-00039","30","a5RQk000001mAe1MAE","184195","ALS001","false","1","10","1","2024-09-08T15:47:51.000+0000"
"[Materials__c]","a5QQk000000Fc8DMAS","JC","0053h000003HAl9AAG","2024-09-08T15:48:09.000+0000","bgonnelli","CB5-00001","40","a5RQk000001mAe1MAE","184195","ALS001","false","1","10","1","2024-09-08T15:48:09.000+0000"
"[Materials__c]","a5QQk000000Fc9pMAC","JC","0053h000003HAl9AAG","2024-09-08T15:48:27.000+0000","bgonnelli","CB5-00003","50","a5RQk000001mAe1MAE","184195","ALS001","false","1","10","1","2024-09-08T15:48:27.000+0000"
"[Materials__c]","a5QQk000000FcBRMA0","JC","0053h000003HAl9AAG","2024-09-08T15:49:06.000+0000","bgonnelli","PT1-00005","60","a5RQk000001mAe1MAE","184195","ALS001","false","0.25","10","1","2024-09-08T15:49:06.000+0000"
"[Materials__c]","a5QQk000000FcD3MAK","JC","0053h000003HAl9AAG","2024-09-08T15:50:23.000+0000","bgonnelli","AUR4055","10","a5RQk000001mAfdMAE","187044","ALS001","false","55","10","1","2024-09-08T15:50:23.000+0000"
"[Materials__c]","a5QQk000000FcEfMAK","JC","0053h000003HAl9AAG","2024-09-08T15:50:36.000+0000","bgonnelli","DR1-00017","20","a5RQk000001mAfdMAE","187044","ALS001","false","1","10","1","2024-09-08T15:50:36.000+0000"
"[Materials__c]","a5QQk000000FcGHMA0","JC","0053h000003HAl9AAG","2024-09-08T15:50:49.000+0000","bgonnelli","LA1-00039","30","a5RQk000001mAfdMAE","187044","ALS001","false","1","10","1","2024-09-08T15:50:49.000+0000"
"[Materials__c]","a5QQk000000FcHtMAK","JC","0053h000003HAl9AAG","2024-09-08T15:51:02.000+0000","bgonnelli","CB5-00001","40","a5RQk000001mAfdMAE","187044","ALS001","false","1","10","1","2024-09-08T15:51:02.000+0000"
"[Materials__c]","a5QQk000000FcJVMA0","JC","0053h000003HAl9AAG","2024-09-08T15:51:16.000+0000","bgonnelli","CB5-00003","50","a5RQk000001mAfdMAE","187044","ALS001","false","1","10","1","2024-09-08T15:51:16.000+0000"
"[Materials__c]","a5QQk000000FcL7MAK","JC","0053h000003HAl9AAG","2024-09-08T15:51:29.000+0000","bgonnelli","PT1-00005","60","a5RQk000001mAfdMAE","187044","ALS001","false","0.25","10","1","2024-09-08T15:51:29.000+0000"
"[Materials__c]","a5QQk000000FcMjMAK","JC","0053h000003HAl9AAG","2024-09-08T15:52:44.000+0000","bgonnelli","DIS3015","10","a5RQk000001mAhFMAU","184194","ALS001","false","55","10","1","2024-09-08T15:52:44.000+0000"
"[Materials__c]","a5QQk000000FcOLMA0","JC","0053h000003HAl9AAG","2024-09-08T15:52:57.000+0000","bgonnelli","DR1-00017","20","a5RQk000001mAhFMAU","184194","ALS001","false","1","10","1","2024-09-08T15:52:57.000+0000"
"[Materials__c]","a5QQk000000FcPxMAK","JC","0053h000003HAl9AAG","2024-09-08T15:53:11.000+0000","bgonnelli","LA1-00039","30","a5RQk000001mAhFMAU","184194","ALS001","false","1","10","1","2024-09-08T15:53:11.000+0000"
"[Materials__c]","a5QQk000000FcRZMA0","JC","0053h000003HAl9AAG","2024-09-08T15:53:36.000+0000","bgonnelli","CB5-00003","50","a5RQk000001mAhFMAU","184194","ALS001","false","1","10","1","2024-09-08T15:53:36.000+0000"
"[Materials__c]","a5QQk000000FcTBMA0","JC","0053h000003HAl9AAG","2024-09-08T15:53:50.000+0000","bgonnelli","PT1-00005","60","a5RQk000001mAhFMAU","184194","ALS001","false","0.25","10","1","2024-09-08T15:53:50.000+0000"
"[Materials__c]","a5QQk000000FcUnMAK","JC","0053h000003HAl9AAG","2024-09-08T15:54:48.000+0000","bgonnelli","AUR4030","10","a5RQk000001mAirMAE","175057","ALS001","false","55","10","1","2024-09-08T15:54:48.000+0000"
"[Materials__c]","a5QQk000000FcWPMA0","JC","0053h000003HAl9AAG","2024-09-08T15:55:01.000+0000","bgonnelli","DR1-00017","20","a5RQk000001mAirMAE","175057","ALS001","false","1","10","1","2024-09-08T15:55:01.000+0000"
"[Materials__c]","a5QQk000000FcY1MAK","JC","0053h000003HAl9AAG","2024-09-08T15:55:16.000+0000","bgonnelli","LA1-00039","30","a5RQk000001mAirMAE","175057","ALS001","false","1","10","1","2024-09-08T15:55:16.000+0000"
"[Materials__c]","a5QQk000000FcZdMAK","JC","0053h000003HAl9AAG","2024-09-08T15:55:29.000+0000","bgonnelli","CB5-00001","40","a5RQk000001mAirMAE","175057","ALS001","false","1","10","1","2024-09-08T15:55:29.000+0000"
"[Materials__c]","a5QQk000000FcbFMAS","JC","0053h000003HAl9AAG","2024-09-08T15:55:42.000+0000","bgonnelli","CB5-00003","50","a5RQk000001mAirMAE","175057","ALS001","false","1","10","1","2024-09-08T15:55:42.000+0000"
"[Materials__c]","a5QQk000000FccrMAC","JC","0053h000003HAl9AAG","2024-09-08T15:56:10.000+0000","bgonnelli","PT1-00005","60","a5RQk000001mAirMAE","175057","ALS001","false","0.25","10","1","2024-09-08T15:56:10.000+0000"
"[Materials__c]","a5QQk000000FceTMAS","JC","0053h000003HAl9AAG","2024-09-08T15:58:21.000+0000","bgonnelli","AUR3030","10","a5RQk000001mAkTMAU","175220","ALS001","false","55","10","1","2024-09-08T15:58:21.000+0000"
"[Materials__c]","a5QQk000000FceUMAS","JC","0053h000003HAl9AAG","2024-09-08T16:01:12.000+0000","bgonnelli","TALUNI","10","a5RQk000001mAm5MAE","184739","ALS001","false","55","10","1","2024-09-08T16:01:12.000+0000"
"[Materials__c]","a5QQk000000Fcg5MAC","JC","0053h000003HAl9AAG","2024-09-08T15:58:37.000+0000","bgonnelli","DR1-00017","20","a5RQk000001mAkTMAU","175220","ALS001","false","1","10","1","2024-09-08T15:58:37.000+0000"
"[Materials__c]","a5QQk000000FchhMAC","JC","0053h000003HAl9AAG","2024-09-08T15:59:00.000+0000","bgonnelli","LA1-00039","30","a5RQk000001mAkTMAU","175220","ALS001","false","1","10","1","2024-09-08T15:59:00.000+0000"
"[Materials__c]","a5QQk000000FcjJMAS","JC","0053h000003HAl9AAG","2024-09-08T15:59:15.000+0000","bgonnelli","CB5-00001","40","a5RQk000001mAkTMAU","175220","ALS001","false","1","10","1","2024-09-08T15:59:15.000+0000"
"[Materials__c]","a5QQk000000FckvMAC","JC","0053h000003HAl9AAG","2024-09-08T15:59:27.000+0000","bgonnelli","CB5-00003","50","a5RQk000001mAkTMAU","175220","ALS001","false","1","10","1","2024-09-08T15:59:27.000+0000"
"[Materials__c]","a5QQk000000FcmXMAS","JC","0053h000003HAl9AAG","2024-09-08T15:59:43.000+0000","bgonnelli","PT1-00005","60","a5RQk000001mAkTMAU","175220","ALS001","false","0.25","10","1","2024-09-08T15:59:43.000+0000"
"[Materials__c]","a5QQk000000FcmYMAS","JC","0053h000003HAl9AAG","2024-09-08T16:06:22.000+0000","bgonnelli","CB5-00001","40","a5RQk000001mAnhMAE","187731","ALS001","false","1","10","1","2024-09-08T16:06:22.000+0000"
"[Materials__c]","a5QQk000000Fco9MAC","JC","0053h000003HAl9AAG","2024-09-08T16:01:33.000+0000","bgonnelli","DR1-00017","20","a5RQk000001mAm5MAE","184739","ALS001","false","1","10","1","2024-09-08T16:01:33.000+0000"
"[Materials__c]","a5QQk000000FcplMAC","JC","0053h000003HAl9AAG","2024-09-08T16:02:05.000+0000","bgonnelli","LA1-00039","30","a5RQk000001mAm5MAE","184739","ALS001","false","1","10","1","2024-09-08T16:02:05.000+0000"
"[Materials__c]","a5QQk000000FcrNMAS","JC","0053h000003HAl9AAG","2024-09-08T16:02:24.000+0000","bgonnelli","CB5-00001","40","a5RQk000001mAm5MAE","184739","ALS001","false","1","10","1","2024-09-08T16:02:24.000+0000"
"[Materials__c]","a5QQk000000FcszMAC","JC","0053h000003HAl9AAG","2024-09-08T16:02:46.000+0000","bgonnelli","CB5-00003","50","a5RQk000001mAm5MAE","184739","ALS001","false","1","10","","2024-09-08T16:02:46.000+0000"
"[Materials__c]","a5QQk000000FcubMAC","JC","0053h000003HAl9AAG","2024-09-08T16:05:33.000+0000","bgonnelli","AURLNG","10","a5RQk000001mAnhMAE","187731","ALS001","false","55","10","1","2024-09-08T16:05:33.000+0000"
"[Materials__c]","a5QQk000000FcucMAC","JC","0053h000003HAl9AAG","2024-09-08T16:55:05.000+0000","bgonnelli","AMD2005","10","a5RQk000001mB0bMAE","184414","ALS001","false","55","10","1","2024-09-08T16:55:05.000+0000"
"[Materials__c]","a5QQk000000FcwDMAS","JC","0053h000003HAl9AAG","2024-09-08T16:05:55.000+0000","bgonnelli","DR1-00017","20","a5RQk000001mAnhMAE","187731","ALS001","false","1","10","1","2024-09-08T16:05:55.000+0000"
"[Materials__c]","a5QQk000000FcxpMAC","JC","0053h000003HAl9AAG","2024-09-08T16:06:10.000+0000","bgonnelli","LA1-00039","30","a5RQk000001mAnhMAE","187731","ALS001","false","1","10","1","2024-09-08T16:06:10.000+0000"
"[Materials__c]","a5QQk000000FczRMAS","JC","0053h000003HAl9AAG","2024-09-08T16:06:33.000+0000","bgonnelli","CB5-00003","50","a5RQk000001mAnhMAE","187731","ALS001","false","1","10","1","2024-09-08T16:06:33.000+0000"
"[Materials__c]","a5QQk000000Fd13MAC","JC","0053h000003HAl9AAG","2024-09-08T16:06:48.000+0000","bgonnelli","PT1-00005","60","a5RQk000001mAnhMAE","187731","ALS001","false","0.25","10","1","2024-09-08T16:06:48.000+0000"
"[Materials__c]","a5QQk000000Fd2fMAC","JC","0053h000003HAl9AAG","2024-09-08T16:08:10.000+0000","bgonnelli","AUR3020","10","a5RQk000001mApJMAU","201936","ALS001","false","55","10","1","2024-09-08T16:08:10.000+0000"
"[Materials__c]","a5QQk000000Fd4HMAS","JC","0053h000003HAl9AAG","2024-09-08T16:08:24.000+0000","bgonnelli","DR1-00017","20","a5RQk000001mApJMAU","201936","ALS001","false","1","10","1","2024-09-08T16:08:24.000+0000"
"[Materials__c]","a5QQk000000Fd5tMAC","JC","0053h000003HAl9AAG","2024-09-08T16:08:35.000+0000","bgonnelli","LA1-00039","30","a5RQk000001mApJMAU","201936","ALS001","false","1","10","1","2024-09-08T16:08:35.000+0000"
"[Materials__c]","a5QQk000000Fd7VMAS","JC","0053h000003HAl9AAG","2024-09-08T16:08:47.000+0000","bgonnelli","CB5-00001","40","a5RQk000001mApJMAU","201936","ALS001","false","1","10","1","2024-09-08T16:08:47.000+0000"
"[Materials__c]","a5QQk000000Fd97MAC","JC","0053h000003HAl9AAG","2024-09-08T16:08:58.000+0000","bgonnelli","CB5-00003","50","a5RQk000001mApJMAU","201936","ALS001","false","1","10","1","2024-09-08T16:08:58.000+0000"
"[Materials__c]","a5QQk000000FdAjMAK","JC","0053h000003HAl9AAG","2024-09-08T16:09:14.000+0000","bgonnelli","PT1-00005","60","a5RQk000001mApJMAU","201936","ALS001","false","0.25","10","1","2024-09-08T16:09:14.000+0000"
"[Materials__c]","a5QQk000000FdCLMA0","JC","0053h000003HAl9AAG","2024-09-08T16:49:25.000+0000","bgonnelli","AUR4040","10","a5RQk000001mAsXMAU","175058","ALS001","false","55","10","1","2024-09-08T16:49:25.000+0000"
"[Materials__c]","a5QQk000000FdDxMAK","JC","0053h000003HAl9AAG","2024-09-08T16:49:38.000+0000","bgonnelli","DR1-00017","20","a5RQk000001mAsXMAU","175058","ALS001","false","1","10","1","2024-09-08T16:49:38.000+0000"
"[Materials__c]","a5QQk000000FdFZMA0","JC","0053h000003HAl9AAG","2024-09-08T16:49:52.000+0000","bgonnelli","LA1-00039","30","a5RQk000001mAsXMAU","175058","ALS001","false","1","10","1","2024-09-08T16:49:52.000+0000"
"[Materials__c]","a5QQk000000FdHBMA0","JC","0053h000003HAl9AAG","2024-09-08T16:50:12.000+0000","bgonnelli","CB5-00001","40","a5RQk000001mAsXMAU","175058","ALS001","false","1","10","1","2024-09-08T16:50:12.000+0000"
"[Materials__c]","a5QQk000000FdHCMA0","JC","0053h000003HAl9AAG","2024-09-08T16:53:17.000+0000","bgonnelli","CB5-00001","40","a5RQk000001mAu9MAE","201937","ALS001","false","1","10","1","2024-09-08T16:53:17.000+0000"
"[Materials__c]","a5QQk000000FdInMAK","JC","0053h000003HAl9AAG","2024-09-08T16:50:30.000+0000","bgonnelli","CB5-00003","50","a5RQk000001mAsXMAU","175058","ALS001","false","1","10","1","2024-09-08T16:50:30.000+0000"
"[Materials__c]","a5QQk000000FdKPMA0","JC","0053h000003HAl9AAG","2024-09-08T16:50:54.000+0000","bgonnelli","PT1-00005","60","a5RQk000001mAsXMAU","175058","ALS001","false","0.25","10","1","2024-09-08T16:50:54.000+0000"
"[Materials__c]","a5QQk000000FdM1MAK","JC","0053h000003HAl9AAG","2024-09-08T16:52:16.000+0000","bgonnelli","AUR4020","10","a5RQk000001mAu9MAE","201937","ALS001","false","55","10","1","2024-09-08T16:52:16.000+0000"
"[Materials__c]","a5QQk000000FdNdMAK","JC","0053h000003HAl9AAG","2024-09-08T16:52:36.000+0000","bgonnelli","DR1-00017","20","a5RQk000001mAu9MAE","201937","ALS001","false","1","10","1","2024-09-08T16:52:36.000+0000"
"[Materials__c]","a5QQk000000FdPFMA0","JC","0053h000003HAl9AAG","2024-09-08T16:52:48.000+0000","bgonnelli","LA1-00039","30","a5RQk000001mAu9MAE","201937","ALS001","false","1","10","1","2024-09-08T16:52:48.000+0000"
"[Materials__c]","a5QQk000000FdQrMAK","JC","0053h000003HAl9AAG","2024-09-08T16:53:40.000+0000","bgonnelli","CB5-00003","50","a5RQk000001mAu9MAE","201937","ALS001","false","1","10","1","2024-09-08T16:53:40.000+0000"
"[Materials__c]","a5QQk000000FdSTMA0","JC","0053h000003HAl9AAG","2024-09-08T16:53:58.000+0000","bgonnelli","PT1-00005","60","a5RQk000001mAu9MAE","201937","ALS001","false","0.25","10","1","2024-09-08T16:53:58.000+0000"
"[Materials__c]","a5QQk000000FdU5MAK","JC","0053h000003HAl9AAG","2024-09-08T16:55:21.000+0000","bgonnelli","DR1-00017","20","a5RQk000001mB0bMAE","184414","ALS001","false","1","10","1","2024-09-08T16:55:21.000+0000"
"[Materials__c]","a5QQk000000FdVhMAK","JC","0053h000003HAl9AAG","2024-09-08T16:55:45.000+0000","bgonnelli","LA1-00039","30","a5RQk000001mB0bMAE","184414","ALS001","false","1","10","1","2024-09-08T16:55:45.000+0000"
"[Materials__c]","a5QQk000000FdXJMA0","JC","0053h000003HAl9AAG","2024-09-08T16:55:57.000+0000","bgonnelli","CB5-00001","40","a5RQk000001mB0bMAE","184414","ALS001","false","1","10","1","2024-09-08T16:55:57.000+0000"
"[Materials__c]","a5QQk000000FdYvMAK","JC","0053h000003HAl9AAG","2024-09-08T16:56:10.000+0000","bgonnelli","CB5-00003","50","a5RQk000001mB0bMAE","184414","ALS001","false","1","","1","2024-09-08T16:56:10.000+0000"
"[Materials__c]","a5QQk000000FdaXMAS","JC","0053h000003HAl9AAG","2024-09-08T16:56:29.000+0000","bgonnelli","PT1-00005","60","a5RQk000001mB0bMAE","184414","ALS001","false","0.25","10","1","2024-09-08T16:56:29.000+0000"
"[Materials__c]","a5QQk000000Fdc9MAC","JC","0053h000003HAl9AAG","2024-09-08T16:57:56.000+0000","bgonnelli","AMD3005","10","a5RQk000001mB2DMAU","184193","ALS001","false","55","10","1","2024-09-08T16:57:56.000+0000"
"[Materials__c]","a5QQk000000FddlMAC","JC","0053h000003HAl9AAG","2024-09-08T16:58:33.000+0000","bgonnelli","DR1-00017","20","a5RQk000001mB2DMAU","184193","ALS001","false","1","10","1","2024-09-08T16:58:33.000+0000"
"[Materials__c]","a5QQk000000FdfNMAS","JC","0053h000003HAl9AAG","2024-09-08T16:58:47.000+0000","bgonnelli","LA1-00039","30","a5RQk000001mB2DMAU","184193","ALS001","false","1","10","1","2024-09-08T16:58:47.000+0000"
"[Materials__c]","a5QQk000000FdgzMAC","JC","0053h000003HAl9AAG","2024-09-08T16:59:01.000+0000","bgonnelli","CB5-00001","40","a5RQk000001mB2DMAU","184193","ALS001","false","1","10","1","2024-09-08T16:59:01.000+0000"
"[Materials__c]","a5QQk000000FdibMAC","JC","0053h000003HAl9AAG","2024-09-08T16:59:12.000+0000","bgonnelli","CB5-00003","50","a5RQk000001mB2DMAU","184193","ALS001","false","1","10","1","2024-09-08T16:59:12.000+0000"
"[Materials__c]","a5QQk000000FdkDMAS","JC","0053h000003HAl9AAG","2024-09-08T16:59:26.000+0000","bgonnelli","PT1-00005","60","a5RQk000001mB2DMAU","184193","ALS001","false","0.25","10","1","2024-09-08T16:59:26.000+0000"
"[Materials__c]","a5QQk000000Ff1OMAS","JC","0053h000003HAl9AAG","2024-09-09T11:59:04.000+0000","bgonnelli","593","10","a5RQk000001mGTJMA2","V1G5W30FS55G","ALS001","false","55","10","1","2024-09-09T11:59:04.000+0000"
"[Materials__c]","a5QQk000000FfNpMAK","JC","0053h000003HAl9AAG","2024-09-09T11:56:13.000+0000","bgonnelli","579","10","a5RQk000001mGOTMA2","V1G0W20FS55G","ALS001","false","55","10","1","2024-09-09T11:56:13.000+0000"
"[Materials__c]","a5QQk000000FfPRMA0","JC","0053h000003HAl9AAG","2024-09-09T11:56:33.000+0000","bgonnelli","DR1-00018","20","a5RQk000001mGOTMA2","V1G0W20FS55G","ALS001","false","1","10","1","2024-09-09T11:56:33.000+0000"
"[Materials__c]","a5QQk000000FfR3MAK","JC","0053h000003HAl9AAG","2024-09-09T11:56:48.000+0000","bgonnelli","LA1-00039","30","a5RQk000001mGOTMA2","V1G0W20FS55G","ALS001","false","1","10","1","2024-09-09T11:56:48.000+0000"
"[Materials__c]","a5QQk000000FfSfMAK","JC","0053h000003HAl9AAG","2024-09-09T11:57:03.000+0000","bgonnelli","CB5-00001","40","a5RQk000001mGOTMA2","V1G0W20FS55G","ALS001","false","1","10","1","2024-09-09T11:57:03.000+0000"
"[Materials__c]","a5QQk000000FfUHMA0","JC","0053h000003HAl9AAG","2024-09-09T11:57:20.000+0000","bgonnelli","CB5-00003","50","a5RQk000001mGOTMA2","V1G0W20FS55G","ALS001","false","1","10","1","2024-09-09T11:57:20.000+0000"
"[Materials__c]","a5QQk000000FfVtMAK","JC","0053h000003HAl9AAG","2024-09-09T11:57:41.000+0000","bgonnelli","PT1-00005","60","a5RQk000001mGOTMA2","V1G0W20FS55G","ALS001","false","0.25","10","1","2024-09-09T11:57:41.000+0000"
"[Materials__c]","a5QQk000000FfXVMA0","JC","0053h000003HAl9AAG","2024-09-09T11:59:21.000+0000","bgonnelli","DR1-00018","20","a5RQk000001mGTJMA2","V1G5W30FS55G","ALS001","false","1","10","1","2024-09-09T11:59:21.000+0000"
"[Materials__c]","a5QQk000000FfZ7MAK","JC","0053h000003HAl9AAG","2024-09-09T11:59:32.000+0000","bgonnelli","LA1-00039","30","a5RQk000001mGTJMA2","V1G5W30FS55G","ALS001","false","1","10","1","2024-09-09T11:59:32.000+0000"
"[Materials__c]","a5QQk000000FfajMAC","JC","0053h000003HAl9AAG","2024-09-09T11:59:48.000+0000","bgonnelli","CB5-00001","40","a5RQk000001mGTJMA2","V1G5W30FS55G","ALS001","false","1","10","1","2024-09-09T11:59:48.000+0000"
"[Materials__c]","a5QQk000000FfcLMAS","JC","0053h000003HAl9AAG","2024-09-09T12:00:05.000+0000","bgonnelli","CB5-00003","50","a5RQk000001mGTJMA2","V1G5W30FS55G","ALS001","false","1","10","1","2024-09-09T12:00:05.000+0000"
"[Materials__c]","a5QQk000000FfdxMAC","JC","0053h000003HAl9AAG","2024-09-09T12:00:22.000+0000","bgonnelli","PT1-00005","60","a5RQk000001mGTJMA2","V1G5W30FS55G","ALS001","false","0.25","10","1","2024-09-09T12:00:22.000+0000"
